# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "5" "--countReadPairs" "-t" "exon" "-g" "Parent" "-a" "strongyloides_stercoralis.PRJEB528.WBPS19.annotations.gff3" "-o" "counts.txt" "ERR146941" "ERR146942" "ERR146943" "ERR146944" "ERR146945" "ERR146946" "ERR146947" "ERR146948" "ERR146949" "ERR146950" "ERR146951" "ERR146952" "ERR146953" "ERR146954" "ERR146955" "ERR146956" "ERR146957" "ERR146958" "ERR146959" "ERR146960" "ERR146961" 
Geneid	Chr	Start	End	Strand	Length	ERR146941	ERR146942	ERR146943	ERR146944	ERR146945	ERR146946	ERR146947	ERR146948	ERR146949	ERR146950	ERR146951	ERR146952	ERR146953	ERR146954	ERR146955	ERR146956	ERR146957	ERR146958	ERR146959	ERR146960	ERR146961
SSTP_0000471600.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	200756;200809;201463;201563;201994;202414;202591	200766;201424;201523;201933;202374;202549;202616	+;+;+;+;+;+;+	1602	1230	1303	1475	3075	2357	3066	183	45	100	281	266	273	301	150	198	114	85	78	1069	1034	1121
SSTP_0000471700.1	SSTP_contig0000013;SSTP_contig0000013	202836;203722	203678;203784	-;-	906	6049	5533	5726	4382	3675	3818	941	553	624	3002	4147	4422	4096	4468	3867	3163	3158	3412	2905	2857	2907
SSTP_0000471800.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	206637;207094;207362;207479;212602	207037;207315;207425;207650;212864	-;-;-;-;-	1122	2408	2617	2963	10038	9254	9918	12174	8855	7278	8292	7823	8670	5631	5516	5474	2709	2903	2712	1756	1852	1882
SSTP_0000471900.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	224137;224346;224695	224292;224648;225369	+;+;+	1134	32	41	27	104	103	110	171	223	263	131	110	116	84	96	79	33	44	25	20	21	21
SSTP_0000472000.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	226098;227393;228229;228681;230070;230438	226777;227510;228310;228879;230287;230568	-;-;-;-;-;-	1428	86	112	91	2181	2026	1934	1905	2444	2271	3338	3076	3477	1703	2515	3195	398	559	425	65	54	65
SSTP_0000472100.1	SSTP_contig0000013	231899	232903	-	1005	1551	829	734	232	197	210	902	511	590	277591	175466	253603	105384	254022	463594	155456	145153	133337	8	11	7
SSTP_0000472200.1	SSTP_contig0000013;SSTP_contig0000013	233915;234835	234773;234923	-;-	948	1632	1121	1445	2264	2655	2623	1711	1348	1564	4857	4924	5317	3392	3296	3099	1427	1763	1613	232	200	231
SSTP_0000472300.1	SSTP_contig0000013;SSTP_contig0000013	237902;238361	238278;238787	+;+	804	69	67	65	376	350	365	186	185	277	276	304	303	299	365	290	157	122	212	40	32	26
SSTP_0000472400.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	247217;247787;250366;250967	247520;248666;250905;251219	+;+;+;+	1977	2034	2516	2413	3491	3437	3451	4568	6808	10192	4439	4494	4275	3124	3234	2955	1813	1943	2006	1504	1502	1593
SSTP_0000472500.1	SSTP_contig0000013;SSTP_contig0000013	252561;252786	252666;253495	-;-	816	176	127	140	446	404	471	1802	147	259	1870	960	1595	821	2128	2281	546	1091	381	42	40	51
SSTP_0000472600.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	254292;254684;255081;255270	254628;255005;255215;255288	-;-;-;-	813	149	158	122	302	292	288	1084	135	170	2250	1331	2002	980	2304	4324	1071	980	888	60	64	53
SSTP_0000472700.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	256477;256709;258693;258908;258998;259167;259434;259592;259832;260190;261724	256652;256899;258855;258954;259126;259373;259531;259784;260137;261679;262554	+;+;+;+;+;+;+;+;+;+;+	3831	112	162	203	714	586	634	1056	787	937	1416	1516	1866	1674	1416	1909	583	627	790	159	134	125
SSTP_0000472800.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	266009;266531;266669;266945;267457	266184;266593;266886;267412;267716	+;+;+;+;+	1185	107	128	131	1022	982	1044	495	448	425	352	258	386	350	290	360	141	138	166	62	100	77
SSTP_0000472900.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	268320;268525;268634;269999	268473;268590;269950;275583	+;+;+;+	7122	6935	5691	6400	5413	4789	5226	3061	2223	2734	3077	2784	3229	2935	3061	3247	2319	1859	2239	6273	6237	6865
SSTP_0000473000.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	275888;275963;277169;277275;277439;277790	275923;276025;277233;277395;277500;277829	+;+;+;+;+;+	387	0	0	4	7	5	5	6	1	4	1	1	2	2	2	3	5	2	1	3	0	1
SSTP_0000473100.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	287697;288050;288279;288399;288619;289411	287992;288206;288354;288559;288786;289449	-;-;-;-;-;-	897	986	1215	1042	921	788	817	5	5	12	27	33	26	207	1134	413	4164	4530	5196	383	404	452
SSTP_0000473200.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	300968;301105;303227;303593;304395;304636;305140	301036;302334;303542;304349;304595;305092;305214	-;-;-;-;-;-;-	3105	248	369	268	3989	3585	3754	4226	2583	2828	4564	2960	2939	1296	1882	1943	742	878	652	284	279	240
SSTP_0000473250.1	SSTP_contig0000013	317667	317924	-	258	0	0	1	6	2	2	0	4	2	0	0	0	1	0	0	2	0	1	4	5	5
SSTP_0000473300.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	320727;320980;324019;325106	320935;323970;325053;325424	-;-;-;-	4554	66	169	198	437	436	459	1573	408	521	293	297	258	141	162	157	333	204	336	39	45	45
SSTP_0000473400.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	329332;329604;329767;330293	329488;329708;330245;330874	+;+;+;+	1323	1939	1829	1857	1333	1382	1373	720	430	393	1655	1564	1709	1429	1149	905	826	880	749	1441	1523	1678
SSTP_0000473500.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	331259;331538;333712	331489;333687;334912	-;-;-	3582	20007	19750	19810	23333	21395	21785	7320	5853	8024	13561	20298	25257	29913	24188	25249	12127	10941	15802	12971	13648	15042
SSTP_0000473600.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	340384;340699;340885	340647;340797;340989	+;+;+	468	67	86	110	1026	904	915	241	226	307	209	185	217	139	146	117	103	88	93	69	102	103
SSTP_0000473700.1	SSTP_contig0000013	341373	342590	-	1218	3	8	9	1	2	3	10778	37	9	64	46	72	52	28	80	567	278	530	7	7	8
SSTP_0000473800.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	344360;344512;344969	344461;344921;345107	+;+;+	651	1	4	7	4	2	4	1320	5	0	7073	15920	17989	21473	12563	8025	8827	6637	13993	1	1	1
SSTP_0000473900.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	349387;349556;349816	349507;349745;350434	+;+;+	930	36	31	21	369	352	404	1003	651	689	475	390	454	174	202	216	97	87	81	18	18	11
SSTP_0000474000.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	352836;352989;353250;353484	352915;353174;353432;354174	+;+;+;+	1140	201	197	207	346	360	405	608	769	609	661	837	886	1105	648	766	203	180	220	90	103	100
SSTP_0000474100.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	359281;359524;359888;360371	359436;359710;359991;361222	+;+;+;+	1299	667	551	826	4090	3380	3705	2798	3452	3815	2218	2138	2275	1871	1821	1963	401	488	468	878	946	1007
SSTP_0000474200.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	362069;362257;363211;363387	362183;363147;363325;363510	-;-;-;-	1245	1976	2169	2133	2306	2090	2314	2310	2059	1976	1813	2248	2669	3039	1982	1876	1249	975	1402	1773	1683	1802
SSTP_0000474300.1	SSTP_contig0000013;SSTP_contig0000013	366420;366565	366505;368158	+;+	1680	5791	6167	5562	31483	31276	32437	30914	36182	41372	9056	9541	9527	7775	7657	7584	5068	3925	4452	5941	5343	5937
SSTP_0000474400.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	368963;369952;371455	369902;370061;372465	-;-;-	2061	102	90	137	1326	928	981	3647	44	44	21983	46208	52705	88387	47574	37831	28910	22310	45436	248	310	274
SSTP_0000474500.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	373555;373806;375191;375947	373748;375147;375900;376109	-;-;-;-	2409	1298	1086	1248	277	247	257	81	26	49	379	630	606	710	518	619	443	311	573	1546	1537	1654
SSTP_0000474600.1	SSTP_contig0000013	380894	381247	+	354	2374	2150	2245	923	827	864	805	528	577	763	886	995	1079	918	995	562	480	547	1463	1396	1661
SSTP_0000474700.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	382006;382394;382910;383079	382340;382861;383021;383576	+;+;+;+	1413	768	810	872	145	110	110	42	84	127	64	64	67	41	46	70	25	13	18	781	801	876
SSTP_0000474800.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	384524;384666;384842;385776	384617;384797;385731;386081	+;+;+;+	1422	11	12	29	5	6	8	5	0	1	21	35	31	11	10	8	77	71	64	12	12	11
SSTP_0000474900.1	SSTP_contig0000013;SSTP_contig0000013	386996;387877	387254;387884	-;-	267	2	1	1	3	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	3
SSTP_0000475000.1	SSTP_contig0000013;SSTP_contig0000013	389296;389936	389371;390177	+;+	318	14	15	18	2	3	0	12	35	41	0	0	1	0	0	0	39	19	48	24	35	27
SSTP_0000475100.1	SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013;SSTP_contig0000013	391864;392436;393338;394194	392396;393292;394144;394288	-;-;-;-	2292	256	365	311	3	11	8	28	31	104	16	9	15	12	8	8	51	8	8	150	123	141
SSTP_0000475200.1	SSTP_contig0000013;SSTP_contig0000013	394615;395420	395001;395542	-;-	510	7	7	3	4	0	1	1	8	19	2	1	1	1	1	1	9	4	8	4	6	4
SSTP_0001103300.1	SSTP_scaffold0000006	1114	1336	+	223	190	222	176	44	60	52	12	12	15	46	39	40	32	24	26	81	63	70	39	44	35
SSTP_0001103400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	1971;2108;3166	2012;3124;3213	-;-;-	1107	10	10	17	223	130	230	0	0	0	1	1	2	2	3	2	5	3	6	5063	4977	4940
SSTP_0001103500.1	SSTP_scaffold0000006	3614	3949	-	336	2	2	5	365	181	357	1	0	0	1	0	0	1	0	0	5	0	2	2505	2570	2383
SSTP_0001103600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	4521;5015	4970;5290	-;-	726	4	1	4	966	547	988	1	2	1	2	1	2	6	4	1	3	1	2	3787	3702	3577
SSTP_0001103700.1	SSTP_scaffold0000006;SSTP_scaffold0000006	5624;6407	6352;6430	-;-	753	27	16	18	361	292	343	63	100	104	35	26	27	38	21	26	42	34	40	95	82	67
SSTP_0001103800.1	SSTP_scaffold0000006	6952	7776	-	825	11	10	10	408	496	484	206362	332356	335932	12	71	357	56	22	22	14	11	5	27	26	31
SSTP_0001103900.1	SSTP_scaffold0000006	8317	10614	-	2298	5953	6652	6051	89	81	64	1374	1051	1668	31110	39104	46915	38166	29449	31200	11557	23363	15841	759	595	483
SSTP_0001104000.1	SSTP_scaffold0000006;SSTP_scaffold0000006	17515;17799	17725;17974	+;+	387	0	2	2	42	39	32	92	48	133	5	8	9	28	11	18	8	6	4	2	2	3
SSTP_0001104100.1	SSTP_scaffold0000006;SSTP_scaffold0000006	17991;19562	19507;19586	-;-	1542	89	124	114	1159	1077	1182	397	479	336	780	842	756	647	888	890	635	904	579	149	125	138
SSTP_0001104200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	20974;22507	22457;22531	-;-	1509	247	355	380	201	201	259	1663	2844	1747	157	87	122	42	39	61	260	221	306	15	17	20
SSTP_0001104300.1	SSTP_scaffold0000006	22817	24115	-	1299	10	51	55	47	39	58	31115	487	297	11	6	4	29	315	87	26	24	43	4	10	4
SSTP_0001104400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	25292;25558;26196	25501;26139;26627	-;-;-	1224	22771	20371	21862	34292	28174	30897	15715	19895	15999	17795	16411	15881	8637	7671	10303	9461	10607	10912	5500	5599	6502
SSTP_0001104500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	27227;27437	27368;27606	+;+	312	216	186	205	38	54	37	56	124	145	56	43	39	61	40	40	49	24	60	8	5	10
SSTP_0001104600.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	29370;35502;35689	35452;35645;35812	-;-;-	6351	22701	21897	22731	270	247	231	567	274	240	11392	11293	10074	8752	7160	8180	6808	5396	7044	11794	11945	12821
SSTP_0001104700.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	37273;37545;38940	37485;38888;39032	+;+;+	1650	4690	4131	4159	2943	2912	2891	1957	2162	2307	2316	2616	2813	3327	2637	3007	1697	1501	1831	4593	4591	4800
SSTP_0001104800.1	SSTP_scaffold0000006;SSTP_scaffold0000006	41950;42419	42353;43280	+;+	1266	23561	23031	21667	15387	14791	15520	12764	6827	6629	25036	27358	31682	24069	18667	20123	17268	17904	19513	13478	13546	14312
SSTP_0001104900.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	44277;45457;46938;47086;49826;49957	44419;46348;47039;48761;49901;50013	-;-;-;-;-;-	2946	2041	2572	2270	5323	5299	5075	3638	4723	5750	13141	16882	17553	13772	13341	11941	4265	5430	5347	251	267	356
SSTP_0001105000.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	53053;53677;54389;55819	53160;53896;55758;55947	-;-;-;-	1827	236	348	292	893	820	852	1141	883	907	3174	3893	4118	3286	2420	2711	603	905	665	105	88	102
SSTP_0001105100.1	SSTP_scaffold0000006	56941	57453	+	513	10	4	7	6	12	11	22	39	28	8	15	5	36	9	12	14	9	11	3	3	0
SSTP_0001105200.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	58996;59270;60059	59220;60005;60138	-;-;-	1041	13414	10956	11185	4703	4213	4739	1666	6514	4878	4418	4743	5327	5376	4582	4687	3550	3554	4284	9782	12864	15770
SSTP_0001105300.1	SSTP_scaffold0000006;SSTP_scaffold0000006	60850;62781	62730;64205	+;+	3306	118	147	115	111	113	103	62	152	217	25	22	20	69	19	30	61	38	57	35	54	40
SSTP_0001105400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	64472;64589;64830	64539;64775;65633	+;+;+	1059	2569	2355	2430	751	717	712	84	93	149	220	337	355	451	379	414	204	180	220	1728	1728	1794
SSTP_0001105500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	65837;66142	66063;66325	-;-	411	16	15	24	24	15	16	4	2	5	27	12	34	35	45	46	20	28	22	4	5	5
SSTP_0001105600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	66629;66960	66892;67895	-;-	1200	470	364	457	276	230	255	38	31	43	112	157	140	223	178	197	172	120	166	522	509	559
SSTP_0001105700.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	69384;69513;70058	69464;70006;71327	+;+;+	1845	7962	6802	6962	320	397	369	326	136	156	337	276	267	983	724	757	3285	2394	3249	5708	5263	5533
SSTP_0001105800.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	71556;71786;72197	71736;72157;72459	+;+;+	816	2061	1949	1638	1997	2402	2364	1194	883	893	2174	2332	2620	3493	2533	2485	1878	1816	2255	1283	1143	1111
SSTP_0001105900.1	SSTP_scaffold0000006;SSTP_scaffold0000006	72585;73256	73217;73321	-;-	699	252	160	182	140	113	137	156	150	162	42	47	46	116	97	98	89	81	89	197	140	155
SSTP_0001106000.1	SSTP_scaffold0000006;SSTP_scaffold0000006	74248;76343	76292;76985	+;+	2688	208	260	258	696	637	694	137	158	200	375	431	394	543	488	541	236	229	244	264	220	242
SSTP_0001106100.1	SSTP_scaffold0000006	78046	78483	-	438	0	0	0	9	7	10	52	49	69	4	3	4	1	0	2	3	1	1	2	0	0
SSTP_0001106200.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	79117;79389;79549	79332;79511;79551	-;-;-	342	1812	1377	1527	2750	2634	2675	1758	2575	2572	948	906	1090	1113	1075	950	1242	1224	1286	1918	1845	1958
SSTP_0001106400.1	SSTP_scaffold0000006	84547	85209	+	663	13	19	26	120	101	136	18	18	20	22	23	22	15	13	11	124	68	124	9	3	10
SSTP_0001106500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	85334;86815	86770;86934	-;-	1557	368	371	347	1910	2354	2449	173	57	49	432	296	243	138	141	178	567	415	491	698	654	591
SSTP_0001106600.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	88409;89890;91948;92037;92883	89836;90020;92002;92828;92975	-;-;-;-;-	2499	39931	37535	37845	19180	17194	18525	3532	2909	3024	7139	6416	7037	8093	7051	6873	11236	9024	12489	28858	27845	30260
SSTP_0001106700.1	SSTP_scaffold0000006	93087	93368	-	282	1068	800	807	919	833	885	202	263	338	416	518	587	725	554	555	421	393	437	555	535	598
SSTP_0001106800.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	93780;93998;94389;94804	93921;94348;94746;94996	+;+;+;+	1044	330	383	420	335	318	350	83	98	77	115	96	112	347	110	143	286	213	362	491	542	537
SSTP_0001106900.1	SSTP_scaffold0000006;SSTP_scaffold0000006	95098;96274	96223;96335	-;-	1188	79132	70243	73119	212	138	194	4165	74	275	122039	124783	146847	112357	71382	64913	80795	99980	115763	113245	108372	89375
SSTP_0001107000.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	98484;98600;98830	98523;98769;100329	+;+;+	1710	6527	6691	6723	7045	6315	6872	1984	2222	2969	2378	3059	3425	4455	3608	3580	2393	2105	2750	6334	6064	6664
SSTP_0001107100.1	SSTP_scaffold0000006;SSTP_scaffold0000006	100557;100829	100774;101093	+;+	483	1379	1340	1237	670	595	587	84	131	150	307	414	490	539	556	491	514	446	509	781	837	968
SSTP_0001107200.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	101371;101869;102607	101823;102555;102978	+;+;+	1512	435	431	519	738	898	956	480	171	168	901	1122	1418	919	1237	1609	1374	1246	1534	263	305	310
SSTP_0001107300.1	SSTP_scaffold0000006;SSTP_scaffold0000006	103401;103727	103677;103947	+;+	498	69	107	86	424	353	371	282	249	367	785	603	681	461	530	662	191	185	181	36	33	40
SSTP_0001107400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	104067;105149;105356;106857;107032;107254;107487	105102;105261;105416;106992;107218;107440;107494	-;-;-;-;-;-;-	1728	8016	7436	7067	1905	1657	1783	718	1008	1079	545	652	701	549	569	593	1909	1466	1820	5874	6032	6497
SSTP_0001107500.1	SSTP_scaffold0000006	107962	108495	+	534	334	501	444	92	95	97	31	41	38	23	44	41	36	42	31	91	82	89	450	464	489
SSTP_0001107600.1	SSTP_scaffold0000006	108515	108733	-	219	27	76	60	117	86	102	31	32	19	10	5	12	11	8	7	33	35	36	96	75	85
SSTP_0001107700.1	SSTP_scaffold0000006;SSTP_scaffold0000006	109436;110662	110617;110760	-;-	1281	16026	14683	15379	3473	3246	3376	699	953	1006	4094	5723	6122	7825	5969	7048	3035	3008	3038	6127	5974	6178
SSTP_0001107800.1	SSTP_scaffold0000006;SSTP_scaffold0000006	111202;112614	112576;112768	+;+	1530	140	136	168	331	263	269	92	121	147	235	263	256	202	208	231	100	89	126	169	171	215
SSTP_0001107900.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	112861;113027;113388	112980;113335;113414	-;-;-	456	6017	5760	5361	5383	4977	5382	2678	1937	2045	4111	5504	6268	4486	3829	3951	3747	3707	4258	3968	3784	3770
SSTP_0001108000.1	SSTP_scaffold0000006	113626	114447	+	822	95	78	83	265	286	274	27	29	47	121	157	134	265	203	150	125	116	119	143	125	149
SSTP_0001108100.1	SSTP_scaffold0000006;SSTP_scaffold0000006	115017;116349	116300;116405	-;-	1341	4	5	5	6	10	5	2	0	0	0	0	1	8	3	3	8	6	10	541	574	526
SSTP_0001108200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	116836;118169	118119;118225	-;-	1341	2	3	4	43	29	32	5	0	0	0	0	1	5	5	7	6	3	5	359	342	298
SSTP_0001108300.1	SSTP_scaffold0000006;SSTP_scaffold0000006	119523;119809	119769;120023	+;+	462	0	2	1	13	18	14	0	0	1	0	0	0	1	0	1	3	0	1	1218	1204	1083
SSTP_0001108400.1	SSTP_scaffold0000006;SSTP_scaffold0000006	120743;121558	121510;121614	-;-	825	3	5	3	2865	2147	2817	23	87	132	3	0	2	8	9	4	13	9	17	348	369	388
SSTP_0001108500.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	122609;122967;124668	122890;124620;125155	-;-;-	2424	10	12	11	141	80	130	4	2	0	1	2	1	7	9	4	37	25	32	12022	12051	11806
SSTP_0001108600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	126308;128230	128180;128723	-;-	2367	9	21	3	397	76	216	3	2	0	3	4	1	2	7	2	22	19	27	3483	3380	3150
SSTP_0001108700.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	130122;130937;131922	130812;131872;132415	-;-;-	2121	9	12	9	129	27	76	2	0	1	4	3	0	2	0	1	26	27	28	376	337	322
SSTP_0001108800.1	SSTP_scaffold0000006;SSTP_scaffold0000006	133344;135256	135210;135728	-;-	2340	54	63	65	34	55	44	41	25	5	128	92	38	19	28	23	242	189	165	26128	24441	24689
SSTP_0001108900.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	136856;137263;138009	137220;137934;138873	-;-;-	1902	512	463	524	2578	2462	2649	2052	486	476	425	426	481	448	518	440	606	465	571	1441	1261	1330
SSTP_0001109000.1	SSTP_scaffold0000006;SSTP_scaffold0000006	139696;140821	140774;141121	+;+	1380	2	4	6	133	111	119	483	28	24	5	3	3	8	11	4	8	9	7	13	12	7
SSTP_0001109100.1	SSTP_scaffold0000006	142036	142482	+	447	1	5	7	358	400	359	70	20	19	9	0	5	4	1	2	10	4	8	3	4	2
SSTP_0001109200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	144371;144876	144825;147726	+;+	3306	26133	26723	26506	16449	16263	17118	2339	2672	3322	6601	8244	9094	24877	19896	16519	13557	10933	12660	24899	25774	29243
SSTP_0001109300.1	SSTP_scaffold0000006;SSTP_scaffold0000006	150220;150474	150415;150772	+;+	495	1912	1860	2009	11274	9543	10428	4925	4896	5422	10118	8389	9492	6635	8824	9127	4268	4939	4370	1786	1743	1672
SSTP_0001109400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	151680;151772;152251	151707;152184;152826	-;-;-	1017	14	17	22	51	54	59	105	105	88	35	32	30	30	31	22	41	26	24	12	15	11
SSTP_0001109500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	154306;156944	156874;158589	-;-	4215	12	20	26	121	116	107	158	170	398	81	85	94	86	32	51	44	29	38	108	112	147
SSTP_0001109600.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	159627;159905;160155	159859;160096;160569	-;-;-	840	228	151	237	2244	2288	2436	443	1165	1003	3372	5316	6641	5360	4961	7016	4831	3283	6801	258	292	297
SSTP_0001109700.1	SSTP_scaffold0000006;SSTP_scaffold0000006	162224;162970	162922;163155	-;-	885	364	320	270	385	333	298	61	37	66	200	198	202	296	232	213	254	192	226	325	285	283
SSTP_0001109800.1	SSTP_scaffold0000006	163815	165404	+	1590	689	554	516	737	746	809	284	25	67	4098	4861	5725	4120	3051	3060	1045	1480	1332	224	248	186
SSTP_0001109900.1	SSTP_scaffold0000006	168070	176604	+	8535	3	0	2	178	93	122	2	0	0	0	0	0	1	2	1	3	2	3	862	729	771
SSTP_0001110000.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	176744;177280;178822	177239;178787;182631	+;+;+	5814	55	76	84	11340	7562	11175	6	7	4	6	8	2	62	29	46	87	63	83	19250	19614	19077
SSTP_0001110100.1	SSTP_scaffold0000006;SSTP_scaffold0000006	184951;185586	185539;185785	+;+	789	3	2	4	2	3	0	41	23	22	17	13	13	12	10	8	15	2	2	10	4	7
SSTP_0001110200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	188005;188433	188388;188609	+;+	561	385	310	253	603	471	545	626	207	291	436	597	560	211	275	161	232	129	180	2295	3185	4336
SSTP_0001110300.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	190109;190204;190472	190160;190424;190648	+;+;+	450	626	649	595	2358	2136	2444	987	1053	1132	2024	1292	1566	382	313	214	692	745	658	264	334	466
SSTP_0001110400.1	SSTP_scaffold0000006;SSTP_scaffold0000006	191326;191640	191601;192077	+;+	714	1	4	4	24739	25383	26545	4	12	10	12	7	13	14	12	10	12	8	10	1463	1611	1446
SSTP_0001110500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	192955;193789	193746;193998	-;-	1002	0	0	0	319	276	311	0	0	2	0	0	0	0	1	3	0	0	0	1	0	1
SSTP_0001110600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	196603;197934	197886;198020	-;-	1371	10951	10457	10056	28839	25748	29644	22763	11091	13546	11072	18061	20232	18618	14398	13969	8071	8301	10279	6685	6789	7124
SSTP_0001110700.1	SSTP_scaffold0000006	199765	200037	+	273	36	47	54	2126	1754	1723	327	468	384	372	366	460	217	232	182	111	115	110	72	62	59
SSTP_0001110800.1	SSTP_scaffold0000006	201724	201993	+	270	548	941	776	9	4	8	109	30	24	3299	1888	2201	246	1074	347	1618	1280	1052	1	2	3
SSTP_0001110900.1	SSTP_scaffold0000006	203665	203925	+	261	344	639	469	49	45	30	47	5	3	3966	983	2064	118	2074	906	1957	2354	996	2	1	1
SSTP_0001111000.1	SSTP_scaffold0000006	206238	206504	+	267	0	0	1	74	112	88	13	6	13	0	0	0	0	0	0	1	1	1	0	0	1
SSTP_0001111100.1	SSTP_scaffold0000006	207620	208567	+	948	1	0	0	10	12	12	28	20	33	1	4	4	1	2	1	2	2	1	0	0	0
